Country,Year,Status,GDP,Population,Schooling,Lifeexpectancy,AdultMortality,infantdeaths,under-fivedeaths
Bulgaria,2005,Developed,3893.68998,7658972,13.5,72.1,16,1,1
Bulgaria,2004,Developed,3381.57837,771686,13.3,72.2,157,1,1
Bulgaria,2003,Developed,271.46824,7775327,12.9,72,155,1,1
Bulgaria,2002,Developed,287.534843,7837161,12.9,71.8,157,1,1
Bulgaria,2001,Developed,1764.97387,89142,12.9,71.6,16,1,1
Bulgaria,2000,Developed,169.28586,817172,12.9,71.1,163,1,1
BurkinaFaso,2015,Developing,615.592225,1811624,7.7,59.9,26,38,61
BurkinaFaso,2014,Developing,75.1464113,17585977,7.7,59.3,268,39,63
BurkinaFaso,2013,Developing,699.452847,1772723,7.5,59,27,40,66
BurkinaFaso,2012,Developing,673.8227,16571216,7.2,58.6,271,41,68
BurkinaFaso,2011,Developing,666.842783,168194,6.7,58.1,275,42,71
BurkinaFaso,2010,Developing,575.4464527,1565217,6.3,57.5,279,43,74
BurkinaFaso,2009,Developing,552.7455521,1514199,5.9,56.9,283,44,77
BurkinaFaso,2008,Developing,569.7612784,14689726,5.4,56.1,288,45,80
BurkinaFaso,2007,Developing,475.11122,1425221,4.9,55.3,293,46,83
BurkinaFaso,2006,Developing,422.6332374,13829177,4.7,54.3,32,47,86
BurkinaFaso,2005,Developing,46.998871,1342193,4.3,53.3,313,48,89
BurkinaFaso,2004,Developing,371.323865,133569,3.9,52.4,323,49,91
BurkinaFaso,2003,Developing,332.344351,12654621,3.8,51.6,332,49,92
BurkinaFaso,2002,Developing,26.7635413,122931,3.6,51,338,49,93
BurkinaFaso,2001,Developing,235.4912324,11944587,3.5,56,344,48,93
BurkinaFaso,2000,Developing,226.4759814,1167942,3.4,51,348,48,92
Burundi,2015,Developing,33.681223,119927,10.6,59.6,288,21,31
Burundi,2014,Developing,312.7489794,989179,10.6,59.1,297,22,32
Burundi,2013,Developing,282.7555252,96186,10.5,58.6,33,22,32
Burundi,2012,Developing,265.285651,931971,10.3,58,312,22,33
Burundi,2011,Developing,26.479973,94358,9.9,57.4,321,22,33
Burundi,2010,Developing,231.1943256,876693,9.3,56.8,33,23,34
Burundi,2009,Developing,24.944652,848931,8.6,56.2,338,23,34
Burundi,2008,Developing,196.2472628,8212264,7.9,55.3,35,23,35
Burundi,2007,Developing,17.79995,7939573,7.2,54.8,355,24,36
Burundi,2006,Developing,165.8794176,7675338,5.9,54.1,361,24,36
Burundi,2005,Developing,15.57434,7423289,5.6,53.4,369,24,37
Burundi,2004,Developing,127.4296648,7182451,5.2,52.6,378,24,38
Burundi,2003,Developing,112.849373,6953113,4.7,51.9,387,24,38
Burundi,2002,Developing,122.4335893,6741569,4.4,51.5,387,24,39
Burundi,2001,Developing,133.7427689,6555829,4.5,51.3,385,25,40
Burundi,2000,Developing,135.9984455,6476,4.5,58,386,25,41
Côted'Ivoire,2015,Developing,,,,53.3,397,57,79
Côted'Ivoire,2014,Developing,,,,52.8,47,58,80
Côted'Ivoire,2013,Developing,,,,52.3,412,59,81
Côted'Ivoire,2012,Developing,,,,52,415,59,82
Côted'Ivoire,2011,Developing,,,,51.7,419,60,83
Côted'Ivoire,2010,Developing,,,,51.5,417,60,84
Côted'Ivoire,2009,Developing,,,,51,426,60,84
Côted'Ivoire,2008,Developing,,,,54,437,60,85
Côted'Ivoire,2007,Developing,,,,49.9,443,61,87
Côted'Ivoire,2006,Developing,,,,49.4,452,62,89
Côted'Ivoire,2005,Developing,,,,48.7,466,63,90
Côted'Ivoire,2004,Developing,,,,48.2,472,64,91
Côted'Ivoire,2003,Developing,,,,48,473,64,92
Côted'Ivoire,2002,Developing,,,,47.7,473,65,93
Côted'Ivoire,2001,Developing,,,,47.8,467,65,94
Côted'Ivoire,2000,Developing,,,,47.9,461,67,95
CaboVerde,2015,Developing,2954.119467,532913,13.5,73.3,114,0,0
CaboVerde,2014,Developing,3529.61843,526437,13.5,73,117,0,0
CaboVerde,2013,Developing,3558.796314,5216,13.6,72.8,12,0,0
CaboVerde,2012,Developing,348.482762,513979,13.2,72.7,121,0,0
CaboVerde,2011,Developing,367.429453,5867,13.1,72.6,122,0,0
CaboVerde,2010,Developing,3312.825985,52384,12.7,72.5,123,0,0
CaboVerde,2009,Developing,3444.5566,496963,12.4,72.4,124,0,0
CaboVerde,2008,Developing,3638.95946,491723,12.2,72.4,124,0,0
CaboVerde,2007,Developing,3112.285712,486438,11.9,72.3,126,0,0
CaboVerde,2006,Developing,234.28992,48795,11.9,72.1,129,0,0
CaboVerde,2005,Developing,248.13459,474567,11.2,71.8,134,0,0
CaboVerde,2004,Developing,1976.45856,467664,11.1,71.4,14,0,0
CaboVerde,2003,Developing,1768.92132,46147,11.3,71.1,144,0,0
CaboVerde,2002,Developing,1373.515636,45216,11.3,77,148,0,0
CaboVerde,2001,Developing,1268.884564,443716,11,73,152,0,0
CaboVerde,2000,Developing,1239.377855,43579,11.3,69.9,155,0,0
Cambodia,2015,Developing,1163.18977,15517635,10.9,68.7,174,10,12
Cambodia,2014,Developing,198.687123,152779,10.9,68.3,179,11,12
Cambodia,2013,Developing,128.419568,1522692,10.8,67.8,183,11,13
Cambodia,2012,Developing,95.244132,14776866,10.7,67.4,186,12,14
Cambodia,2011,Developing,882.491462,14537886,10.7,67,19,13,15
Cambodia,2010,Developing,785.6928841,143874,10.6,66.6,192,14,16
Cambodia,2009,Developing,738.2326684,14928,10.5,66.1,195,15,17
Cambodia,2008,Developing,745.7877873,138859,10.5,65.6,199,16,18
Cambodia,2007,Developing,631.675789,13676693,10.3,65,24,16,20
Cambodia,2006,Developing,539.8791529,13474489,10.1,64.1,216,17,21
Cambodia,2005,Developing,474.2238766,132721,10,62.9,234,18,22
Cambodia,2004,Developing,48.615184,1363377,9.7,61.5,253,19,24
Cambodia,2003,Developing,362.4213785,12853124,9.3,63,268,21,26
Cambodia,2002,Developing,339.676984,12634729,8.2,59.3,273,23,29
Cambodia,2001,Developing,321.22634,1242473,7.6,58.5,273,25,33
Cambodia,2000,Developing,3.685949,12152354,7.2,57.7,274,27,36
Cameroon,2015,Developing,1244.429421,22834522,10.4,57.3,357,45,68
Cameroon,2014,Developing,1441.1417,2223994,10.4,56.7,366,47,71
Cameroon,2013,Developing,1365.34419,21655715,10.4,56.4,364,48,73
Cameroon,2012,Developing,1255.648189,2182383,10.4,55.9,369,50,76
Cameroon,2011,Developing,1295.649726,252447,10,55.6,371,51,79
Cameroon,2010,Developing,1182.869227,1997495,9.7,55.3,37,53,82
Cameroon,2009,Developing,123.19538,19432541,9.2,54.8,373,54,85
Cameroon,2008,Developing,1233.524316,18978,8.8,54.2,382,56,87
Cameroon,2007,Developing,111.71186,18395389,8,53.6,395,57,89
Cameroon,2006,Developing,12.989164,17899562,8.2,53.3,394,58,91
Cameroon,2005,Developing,952.1872484,1742795,8.3,52.8,4,58,93
Cameroon,2004,Developing,93.211716,1695981,8.2,52.1,412,59,94
Cameroon,2003,Developing,824.8689393,16513822,8.1,51.8,412,60,95
Cameroon,2002,Developing,676.397661,1684886,8.4,51.6,47,60,97
Cameroon,2001,Developing,614.6729339,15671927,7.1,51.5,41,61,99
Cameroon,2000,Developing,68.414399,15274234,6.9,51.4,394,62,100
Canada,2015,Developing,43315.744,3584861,16.3,82.2,64,2,2
Canada,2014,Developing,544.43376,35544564,15.9,82,65,2,2
Canada,2013,Developing,52413.72116,35155451,15.9,81.8,67,2,2
Canada,2012,Developing,52496.69487,3475545,15.9,81.6,68,2,2
Canada,2011,Developing,5282.2176,3434278,15.9,81.5,68,2,2
Canada,2010,Developing,47447.4762,345274,15.9,81.2,7,2,2
Canada,2009,Developing,4773.45436,33628571,15.9,81,72,2,2
Canada,2008,Developing,46596.33599,33245773,15.8,87,74,2,2
Canada,2007,Developing,44544.5268,32887928,15.8,85,74,2,2
Canada,2006,Developing,4386.69948,325755,15.8,85,75,2,2
Canada,2005,Developing,36189.58838,32312,15.8,81,76,2,2
Canada,2004,Developing,31979.87195,31995,15.8,80,77,2,2
Canada,2003,Developing,28172.14883,31676,15.8,79.7,78,2,2
Canada,2002,Developing,24167.8431,31362,15.8,79.5,79,2,2
Canada,2001,Developing,23691.59472,31819,15.8,79.4,8,2,2
Canada,2000,Developing,24124.16917,37697,15.9,79.1,82,2,2
CentralAfricanRepublic,2015,Developing,348.381417,45461,7.1,52.5,397,15,21
CentralAfricanRepublic,2014,Developing,377.132274,4515392,7.1,58,437,15,22
CentralAfricanRepublic,2013,Developing,337.4849614,4499653,7.1,49.9,451,16,23
CentralAfricanRepublic,2012,Developing,486.41114,449416,7.1,53,439,16,23
CentralAfricanRepublic,2011,Developing,494.336779,4476153,6.8,49.8,443,16,24
CentralAfricanRepublic,2010,Developing,446.4434494,4448525,6.6,49.2,446,17,24
CentralAfricanRepublic,2009,Developing,449.961839,44423,6.4,48.6,453,17,25
CentralAfricanRepublic,2008,Developing,456.8614334,4345386,6.3,47.6,477,17,25
CentralAfricanRepublic,2007,Developing,397.148467,42758,6.2,46.8,495,17,26
CentralAfricanRepublic,2006,Developing,347.673678,421758,6,46.3,56,17,26
CentralAfricanRepublic,2005,Developing,327.1149461,412791,5.9,45.9,511,17,26
CentralAfricanRepublic,2004,Developing,313.21598,45536,5.7,45.7,512,17,26
CentralAfricanRepublic,2003,Developing,286.25819,3981665,5.6,45.7,51,17,26
CentralAfricanRepublic,2002,Developing,253.768343,397612,5.4,45.6,58,17,25
CentralAfricanRepublic,2001,Developing,243.1586486,383223,5.3,45.6,54,17,25
CentralAfricanRepublic,2000,Developing,243.5429317,3754986,5.2,46,49,16,25
Chad,2015,Developing,777.248751,149413,7.3,53.1,356,46,77
Chad,2014,Developing,125.998515,13569438,7.3,52.6,362,46,78
Chad,2013,Developing,986.13177,13133589,7.3,52.2,366,46,78
Chad,2012,Developing,973.472574,1275135,7.3,51.8,367,46,79
Chad,2011,Developing,989.2363633,12288651,6.7,51.6,365,46,79
Chad,2010,Developing,896.5697341,1188722,6.7,51.2,364,46,80
Chad,2009,Developing,84.455939,1152786,6.3,57,37,46,80
Chad,2008,Developing,929.772391,11133861,6,49.6,394,46,80
Chad,2007,Developing,81.683884,177578,5.7,49.4,394,46,80
Chad,2006,Developing,712.1847694,1421597,5.5,48.5,414,45,80
Chad,2005,Developing,66.2421396,1679,5.6,48.6,46,45,79
Chad,2004,Developing,454.6765879,97143,5.6,48.5,45,44,78
Chad,2003,Developing,292.5914364,935321,5.4,48.4,43,44,77
Chad,2002,Developing,22.854821,91689,5.1,48.1,43,43,76
Chad,2001,Developing,197.3156442,866312,4.9,48,4,42,75
Chad,2000,Developing,166.231785,8342559,4.7,47.6,44,41,74
Chile,2015,Developing,13653.2264,17762681,16.3,85,82,2,2
Chile,2014,Developing,14817.37778,17613798,16.2,83,83,2,2
Chile,2013,Developing,15941.39722,17462982,15.6,81,84,2,2
Chile,2012,Developing,15431.9293,1739746,15.5,79.9,84,2,2
Chile,2011,Developing,1475.69242,17153357,15.4,79.8,86,2,2
Chile,2010,Developing,1286.17764,16993354,15.2,79.1,89,2,2
Chile,2009,Developing,1243.32824,16829442,15.3,79.3,91,2,2
Chile,2008,Developing,1781.3668,16661942,15.2,79.6,88,2,2
Chile,2007,Developing,1526.87746,16491687,14.8,78.9,9,2,2
Chile,2006,Developing,9484.681227,16319792,14.9,78.9,91,2,2
Chile,2005,Developing,7615.3468,1614764,14.6,78.4,93,2,2
Chile,2004,Developing,621.828325,15973778,14.3,78,97,2,2
Chile,2003,Developing,4787.699532,15799542,14,77.9,1,2,2
Chile,2002,Developing,4463.545867,15623635,13.9,77.8,11,2,3
Chile,2001,Developing,4595.666327,15444969,13.7,77.3,16,2,3
Chile,2000,Developing,511.368479,15262754,13.5,77.3,13,2,3
China,2015,Developing,869.211938,137122,13.5,76.1,85,157,183
China,2014,Developing,7683.5238,136427,13.1,75.8,86,171,198
China,2013,Developing,777.77594,135738,12.7,75.6,88,185,216
China,2012,Developing,6337.882993,135695,12.4,75.4,89,201,233
China,2011,Developing,5633.79616,134413,12.8,75.2,91,215,251
China,2010,Developing,456.512487,133775,12.5,75,92,231,268
China,2009,Developing,3838.434292,133126,12.2,74.9,93,248,288
China,2008,Developing,3471.247547,1324655,11.9,74.5,97,266,308
China,2007,Developing,2695.366223,1317885,11.4,74.4,96,285,332
China,2006,Developing,299.229676,13112,11,74.2,98,307,360
China,2005,Developing,1753.4178,13372,10.6,73.9,99,332,392
China,2004,Developing,158.668462,129675,10.2,73.5,11,360,427
China,2003,Developing,1288.642924,12884,9.9,73.1,13,391,467
China,2002,Developing,1148.5857,1284,9.7,72.7,16,422,511
China,2001,Developing,153.1824,127185,9.6,72.2,11,457,558
China,2000,Developing,959.372181,1262645,9.5,71.7,115,490,608
Colombia,2015,Developing,644.525556,48228697,13.6,74.8,143,10,12
Colombia,2014,Developing,7913.383432,47791911,13.6,74.6,144,11,12
Colombia,2013,Developing,83.5863,47342981,13.3,74.4,145,11,13
Colombia,2012,Developing,7884.984429,46881475,13.2,74.3,143,11,13
Colombia,2011,Developing,7227.73968,4646646,13,74.2,144,12,14
Colombia,2010,Developing,625.65544,4591897,12.8,73.6,15,12,15
Colombia,2009,Developing,5148.422113,45416181,12.4,73.6,15,13,15
Colombia,2008,Developing,5433.7245,4491544,12.2,73.5,146,14,16
Colombia,2007,Developing,4674.21961,44374572,11.9,73.5,144,14,17
Colombia,2006,Developing,379.78776,43835722,11.5,73.1,147,15,17
Colombia,2005,Developing,3386.256,43285634,11.1,73.1,144,15,18
Colombia,2004,Developing,274.249442,42724163,11.3,72.8,148,16,19
Colombia,2003,Developing,2246.257472,42152151,11.6,72.4,15,16,19
Colombia,2002,Developing,2355.725857,41572491,11.5,71.8,163,17,20
Colombia,2001,Developing,2395.856551,498899,11.4,71.5,165,17,21
Colombia,2000,Developing,2472.197831,443958,11.3,71.4,167,18,21
Comoros,2015,Developing,727.6463868,777424,11.1,63.5,227,1,2
Comoros,2014,Developing,852.954379,759385,11.1,63.2,23,1,2
Comoros,2013,Developing,834.341949,7415,10.9,62.9,233,1,2
Comoros,2012,Developing,788.632653,723868,10.8,62.5,237,2,2
Comoros,2011,Developing,829.7586885,76569,10.6,62.2,241,2,2
Comoros,2010,Developing,769.1742883,689692,10.5,61.8,246,2,2
Comoros,2009,Developing,778.5454199,673252,10.3,61.3,251,2,2
Comoros,2008,Developing,795.97519,657229,10.2,61,255,2,2
Comoros,2007,Developing,72.759313,64162,10,66,259,2,2
Comoros,2006,Developing,648.38717,626425,9.9,63,262,2,2
Comoros,2005,Developing,621.93372,611627,9.7,60,266,2,2
Comoros,2004,Developing,616.4197236,597228,9.5,59.8,269,2,2
Comoros,2003,Developing,544.566526,583211,9.2,59.6,271,2,2
Comoros,2002,Developing,433.2691451,569479,8.8,59.5,271,2,2
Comoros,2001,Developing,395.9319363,555888,8.5,59.5,272,1,2
Comoros,2000,Developing,375.8528566,542357,8.2,59.5,272,1,2
Congo,2015,Developing,,,11.1,64.7,267,7,10
Congo,2014,Developing,,,11.1,64.2,275,7,10
Congo,2013,Developing,,,11.1,63.9,274,7,10
Congo,2012,Developing,,,10.2,63.7,273,7,10
Congo,2011,Developing,,,10.7,62.9,285,7,10
Congo,2010,Developing,,,10.5,62,298,7,10
Congo,2009,Developing,,,10.3,68,314,7,11
Congo,2008,Developing,,,10,59.4,338,8,11
Congo,2007,Developing,,,9.8,58.2,354,8,11
Congo,2006,Developing,,,9.6,56.9,368,8,12
Congo,2005,Developing,,,9.4,55.3,394,8,13
Congo,2004,Developing,,,9.2,54.1,48,9,13
Congo,2003,Developing,,,9.4,53.2,417,9,14
Congo,2002,Developing,,,9.5,52.6,424,9,14
Congo,2001,Developing,,,9.7,52.7,419,9,14
Congo,2000,Developing,,,9.8,52.9,416,9,14
CookIslands,2013,Developing,,,,,,0,0
CostaRica,2015,Developing,1146.36273,487852,14.2,79.6,95,1,1
CostaRica,2014,Developing,1647.44179,4757575,13.9,79.5,96,1,1
CostaRica,2013,Developing,1569.66631,47641,13.7,79.4,96,1,1
CostaRica,2012,Developing,9985.36959,4654122,13.6,79.2,97,1,1
CostaRica,2011,Developing,9186.59639,46474,13.4,79,98,1,1
CostaRica,2010,Developing,8199.414621,454528,13.3,78.1,16,1,1
CostaRica,2009,Developing,689.396224,4488263,13.1,79.2,96,1,1
CostaRica,2008,Developing,6911.136136,442958,12.9,78.9,99,1,1
CostaRica,2007,Developing,612.623418,4369469,12.8,78.9,93,1,1
CostaRica,2006,Developing,5245.187372,438794,12.6,78,16,1,1
CostaRica,2005,Developing,4697.11135,4247841,12.4,78.6,97,1,1
CostaRica,2004,Developing,4425.57467,418738,12.2,77.7,12,1,1
CostaRica,2003,Developing,4167.71417,4125971,12.1,78,1,1,1
CostaRica,2002,Developing,462.14965,46324,11.9,78.3,99,1,1
CostaRica,2001,Developing,3981.52847,3996798,11.7,77.5,1,1,1
CostaRica,2000,Developing,388.363689,3925443,11.6,77.6,98,1,1
Croatia,2015,Developed,11579.6674,42364,15.3,78,95,0,0
Croatia,2014,Developed,13467.46827,4238389,15.1,77.8,97,0,0
Croatia,2013,Developed,13574.749,4255689,14.9,77.7,97,0,0
Croatia,2012,Developed,13235.97757,4267558,14.6,77.1,14,0,0
Croatia,2011,Developed,14539.18421,428622,14.5,77,14,0,0
Croatia,2010,Developed,1355.74586,4417781,14.2,76.6,16,0,0
Croatia,2009,Developed,14157.14416,442978,14.2,76.3,19,0,0
Croatia,2008,Developed,15893.8656,443458,14.3,76,116,0,0
Croatia,2007,Developed,13546.69872,4436,14.3,75.8,114,0,0
Croatia,2006,Developed,11363.41845,444,13.9,75.9,113,0,0
Croatia,2005,Developed,1224.2459,4442,13.6,75.2,116,0,0
Croatia,2004,Developed,9365.742468,4439,13.3,75.4,114,0,0
Croatia,2003,Developed,785.881418,444,12.9,74.7,122,0,0
Croatia,2002,Developed,653.71637,444,12.6,74.8,124,0,0
Croatia,2001,Developed,5245.421419,444,12.3,74.9,126,0,0
Croatia,2000,Developed,4919.62869,4426,12.2,74.7,127,0,0
Cuba,2015,Developing,762.261218,,13.9,79.1,92,1,1
Cuba,2014,Developing,75.5199,,14,79,93,1,1
Cuba,2013,Developing,676.15344,,14.7,78.7,96,1,1
Cuba,2012,Developing,6425.941119,,15.7,78.7,96,1,1
Cuba,2011,Developing,675.92436,,16.5,78.8,92,1,1
Cuba,2010,Developing,5676.14143,,17.6,78,98,1,1
Cuba,2009,Developing,5484.7763,,17.7,78.1,11,1,1
Cuba,2008,Developing,5376.447622,,17.1,77.9,12,1,1
Cuba,2007,Developing,5184.494227,,16,78.1,14,1,1
Cuba,2006,Developing,4669.6916,,14.7,78,14,1,1
Cuba,2005,Developing,3779.577,,14.2,77.2,19,1,1
Cuba,2004,Developing,339.716256,,13.2,77.3,17,1,1
Cuba,2003,Developing,3192.669378,,12.9,77.4,18,1,1
Cuba,2002,Developing,2994.339988,,12.5,77.7,19,1,1
Cuba,2001,Developing,2832.188893,,12.3,76.7,115,1,1
Cuba,2000,Developing,2741.11542,,12.1,76.9,115,1,1
Cyprus,2015,Developed,2375.1127,116985,14.3,85,52,0,0
Cyprus,2014,Developed,2734.88382,115239,14,83,53,0,0
Cyprus,2013,Developed,2797.96736,1143896,13.8,81,54,0,0
Cyprus,2012,Developed,28951.15556,113562,13.8,80,56,0,0
Cyprus,2011,Developed,32233.83942,1124835,13.8,79.7,57,0,0
Cyprus,2010,Developed,3818.46396,111267,14.6,79.5,59,0,0
Cyprus,2009,Developed,3215.8159,19876,14.1,79.3,6,0,0
Cyprus,2008,Developed,3539.7488,181563,13.7,79.1,62,0,0
Cyprus,2007,Developed,31386.63265,163712,13.5,78.9,63,0,0
Cyprus,2006,Developed,27169.99256,14559,13.4,78.8,64,0,0
Cyprus,2005,Developed,25324.48666,127658,13.5,78.7,65,0,0
Cyprus,2004,Developed,23932.49128,1141,13.4,78.6,65,0,0
Cyprus,2003,Developed,2293.4789,993563,13,78.5,66,0,0
Cyprus,2002,Developed,16372.29152,976966,12.5,78.4,68,0,0
Cyprus,2001,Developed,1562.92433,96282,12.4,78.2,69,0,0
Cyprus,2000,Developed,14672.8826,943286,12.5,78.1,7,0,0
Czechia,2015,Developed,,,,78.8,86,0,0
Czechia,2014,Developed,,,,78.6,88,0,0
Czechia,2013,Developed,,,,78.2,9,0,0
Czechia,2012,Developed,,,,78,93,0,0
Czechia,2011,Developed,,,,77.8,97,0,0
Czechia,2010,Developed,,,,77.5,99,0,0
Czechia,2009,Developed,,,,77.1,12,0,0
Czechia,2008,Developed,,,,77,16,0,0
Czechia,2007,Developed,,,,76.8,17,0,0
Czechia,2006,Developed,,,,76.5,19,0,0
Czechia,2005,Developed,,,,75.9,114,0,0
Czechia,2004,Developed,,,,75.8,116,0,0
Czechia,2003,Developed,,,,75.2,122,0,0
Czechia,2002,Developed,,,,75.3,12,0,0
Czechia,2001,Developed,,,,75.1,123,0,0
Czechia,2000,Developed,,,,74.7,126,0,0
DemocraticPeople'sRepublicofKorea,2015,Developing,,,,76,139,6,7
DemocraticPeople'sRepublicofKorea,2014,Developing,,,,73,142,6,8
DemocraticPeople'sRepublicofKorea,2013,Developing,,,,71,146,6,8
DemocraticPeople'sRepublicofKorea,2012,Developing,,,,69.8,149,7,9
DemocraticPeople'sRepublicofKorea,2011,Developing,,,,69.4,153,8,10
DemocraticPeople'sRepublicofKorea,2010,Developing,,,,69,157,8,10
DemocraticPeople'sRepublicofKorea,2009,Developing,,,,68.7,161,9,11
DemocraticPeople'sRepublicofKorea,2008,Developing,,,,68.6,164,9,12
DemocraticPeople'sRepublicofKorea,2007,Developing,,,,68.5,166,9,12
DemocraticPeople'sRepublicofKorea,2006,Developing,,,,68.5,165,10,12
DemocraticPeople'sRepublicofKorea,2005,Developing,,,,68.5,165,10,13
DemocraticPeople'sRepublicofKorea,2004,Developing,,,,68.4,165,11,14
DemocraticPeople'sRepublicofKorea,2003,Developing,,,,68.1,165,12,15
DemocraticPeople'sRepublicofKorea,2002,Developing,,,,67.6,167,14,18
DemocraticPeople'sRepublicofKorea,2001,Developing,,,,66.6,177,16,21
DemocraticPeople'sRepublicofKorea,2000,Developing,,,,65.4,192,18,25
DemocraticRepublicoftheCongo,2015,Developing,,,,59.8,258,236,308
DemocraticRepublicoftheCongo,2014,Developing,,,,59.3,266,237,312
DemocraticRepublicoftheCongo,2013,Developing,,,,58.8,272,238,314
DemocraticRepublicoftheCongo,2012,Developing,,,,58.3,277,239,317
DemocraticRepublicoftheCongo,2011,Developing,,,,57.9,278,239,319
DemocraticRepublicoftheCongo,2010,Developing,,,,57.4,283,239,321
DemocraticRepublicoftheCongo,2009,Developing,,,,56.7,292,238,323
DemocraticRepublicoftheCongo,2008,Developing,,,,56.3,295,237,324
DemocraticRepublicoftheCongo,2007,Developing,,,,55.7,299,236,326
DemocraticRepublicoftheCongo,2006,Developing,,,,55,36,235,327
DemocraticRepublicoftheCongo,2005,Developing,,,,54.3,314,233,329
DemocraticRepublicoftheCongo,2004,Developing,,,,53.5,323,232,330
DemocraticRepublicoftheCongo,2003,Developing,,,,52.8,332,231,331
DemocraticRepublicoftheCongo,2002,Developing,,,,52.1,341,229,331
DemocraticRepublicoftheCongo,2001,Developing,,,,51.8,34,227,332
DemocraticRepublicoftheCongo,2000,Developing,,,,51.3,346,226,332
Denmark,2015,Developed,5314.64416,5683483,19.2,86,71,0,0
Denmark,2014,Developed,62425.5392,5643475,19.2,84,73,0,0
Denmark,2013,Developed,61191.19263,5614932,18.7,81,75,0,0
Denmark,2012,Developed,5857.521,5591572,18.4,80,76,0,0
Denmark,2011,Developed,61753.667,557572,16.9,79.7,79,0,0
Denmark,2010,Developed,5841.41122,5547683,16.8,79.2,84,0,0
Denmark,2009,Developed,58163.29359,552395,16.8,78.9,86,0,0
Denmark,2008,Developed,64322.6664,5493621,16.8,78.8,88,0,0
Denmark,2007,Developed,58487.451,5461438,16.7,78.4,93,0,0
Denmark,2006,Developed,5226.99311,5437272,16.9,78.1,93,0,0
Denmark,2005,Developed,48799.8237,5419432,16.6,78.1,92,0,0
Denmark,2004,Developed,46511.6457,544523,16.5,77.7,98,0,0
Denmark,2003,Developed,4458.7764,539574,16.3,77.3,11,0,0
Denmark,2002,Developed,33228.69291,5375931,16.6,77,14,0,0
Denmark,2001,Developed,3751.64946,5358783,16.2,77,12,0,0
Denmark,2000,Developed,3743.55917,5339616,16.5,76.9,12,0,0
Djibouti,2015,Developing,1862.167274,927414,6.3,63.5,241,1,1
Djibouti,2014,Developing,174.91511,912164,6.3,63,252,1,1
Djibouti,2013,Developing,1622.637974,896688,6.3,62.7,256,1,2
Djibouti,2012,Developing,1536.15685,881185,6.3,62.2,263,1,2
Djibouti,2011,Developing,143.986898,865937,5.9,61.8,268,1,2
Djibouti,2010,Developing,1325.99724,851146,5.5,61.3,273,1,2
Djibouti,2009,Developing,1253.657431,83684,5.3,69,279,1,2
Djibouti,2008,Developing,1214.77118,822934,5,62,289,1,2
Djibouti,2007,Developing,147.586896,8942,4.5,59.8,296,1,2
Djibouti,2006,Developing,965.6693779,79628,4.3,59.1,39,2,2
Djibouti,2005,Developing,94.7297489,783254,4,58.6,318,2,2
Djibouti,2004,Developing,864.184726,77752,3.7,58.1,326,2,2
Djibouti,2003,Developing,819.974118,758615,3.5,58,325,2,2
Djibouti,2002,Developing,792.15412,746221,3.3,57.9,322,2,2
Djibouti,2001,Developing,781.2322196,732711,2.9,57.7,323,2,2
Djibouti,2000,Developing,768.176767,717584,2.9,57.4,325,2,2
Dominica,2013,Developing,722.75665,,12.7,,,0,0
DominicanRepublic,2015,Developing,6468.471648,1528394,13.2,73.9,152,6,7
DominicanRepublic,2014,Developing,6268.692122,145844,13.2,73.6,154,6,7
DominicanRepublic,2013,Developing,627.55544,1281296,13.2,73.4,157,6,7
DominicanRepublic,2012,Developing,5968.876767,115495,13.1,72.1,174,6,7
DominicanRepublic,2011,Developing,5759.643,12795,13,73.1,16,6,7
DominicanRepublic,2010,Developing,5451.6696,9897985,12.9,72.7,166,6,8
DominicanRepublic,2009,Developing,4952.67753,9767758,12.9,73.6,157,6,8
DominicanRepublic,2008,Developing,511.37937,963652,12.8,73.3,161,6,8
DominicanRepublic,2007,Developing,4647.31359,954353,12.7,72.9,164,6,8
DominicanRepublic,2006,Developing,3836.468771,9371338,12.6,72.3,178,7,8
DominicanRepublic,2005,Developing,3681.5993,9237566,12.6,69.7,28,7,8
DominicanRepublic,2004,Developing,2421.9662,912998,12.5,69.3,214,7,8
DominicanRepublic,2003,Developing,2372.628827,896776,12.4,73,22,7,8
DominicanRepublic,2002,Developing,38.46578,8832285,12.3,71.4,189,7,8
DominicanRepublic,2001,Developing,2862.154836,8697126,12.3,71.2,188,7,9
DominicanRepublic,2000,Developing,282.4242,8562622,12.2,72,176,7,9
Ecuador,2015,Developing,625.62224,16144368,14,76.2,118,6,7
Ecuador,2014,Developing,6432.216537,1593112,14,76,121,6,7
Ecuador,2013,Developing,674.9829,15661547,13.4,76,121,6,8
Ecuador,2012,Developing,572.14313,15419666,13.3,75.5,127,7,8
Ecuador,2011,Developing,5223.351763,15177355,13.2,75.3,131,7,8
Ecuador,2010,Developing,4657.32361,1493469,13.1,75,134,7,8
Ecuador,2009,Developing,4255.56571,14691275,13.1,75.1,137,7,8
Ecuador,2008,Developing,4274.95265,14447562,13,74.6,139,7,9
Ecuador,2007,Developing,359.71886,1425453,12.9,74.7,14,7,9
Ecuador,2006,Developing,335.786541,1396748,12.8,74.4,144,8,9
Ecuador,2005,Developing,321.942547,13735233,12.8,74.2,151,8,9
Ecuador,2004,Developing,278.557892,1359647,12.7,74.4,148,8,9
